filename,fc,ml,cc
jackson-mapper-asl-1.9.13.jar,2,0,0
jackson-core-asl-1.9.13.txt,2,202,0
jackson-mapper-asl-1.9.13.txt,2,202,0
CommitLogSegmentBackpressureTest.java,3,51,3
CommitlogShutdownTest.java,1,98,2
cassandra-driver-internal-only-3.11.0-bb96859b.zip,3,0,0
DropCompactStorageThriftTest.java,2,641,27
TypeSizes.java,1,6,18
DiskBoundaries.java,2,133,27
DiskBoundaryManager.java,4,190,19
DiskBoundaryManagerTest.java,2,135,10
AbstractCompactionStrategyTest.java,1,144,9
CommitLogChainedMarkersTest.java,2,129,7
TTLTest.java,3,532,51
LivenessInfoTest.java,1,112,4
RoleSyntaxTest.java,1,23,9
CompactionStrategyManagerTest.java,1,290,27
Keyspace1-legacy_ka_repeated_rt-ka-1-CompressionInfo.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Data.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Digest.sha1,1,1,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Filter.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Index.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Statistics.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Summary.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-TOC.txt,1,8,0
CompactionsBytemanTest.java,2,155,12
SchemaCheckVerbHandler.java,1,9,1
AbstractCommitLogServiceTest.java,2,225,18
JavaUtils.java,1,115,14
JavaUtilsTest.java,1,52,1
BatchCommitLogStressTest.java,1,37,1
PeriodicCommitLogStressTest.java,1,39,1
pylexotron.py,1,1,151
wcwidth.py,4,85,46
DescribeCluster.java,2,27,2
CASSANDRA-14092.txt,1,81,0
AbstractModification.java,1,4,12
AbstractNativeCell.java,1,6,150
BufferDeletedCell.java,1,6,17
BufferExpiringCell.java,1,34,36
cql_test_keyspace-table1-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table1-ka-1-Data.db,1,0,0
cql_test_keyspace-table1-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table1-ka-1-Filter.db,1,0,0
cql_test_keyspace-table1-ka-1-Index.db,1,0,0
cql_test_keyspace-table1-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table1-ka-1-Summary.db,1,0,0
cql_test_keyspace-table1-ka-1-TOC.txt,1,8,0
cql_test_keyspace-table2-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table2-ka-1-Data.db,1,0,0
cql_test_keyspace-table2-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table2-ka-1-Filter.db,1,0,0
cql_test_keyspace-table2-ka-1-Index.db,1,0,0
cql_test_keyspace-table2-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table2-ka-1-Summary.db,1,0,0
cql_test_keyspace-table2-ka-1-TOC.txt,1,8,0
cql_test_keyspace-table3-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table3-ka-1-Data.db,1,0,0
cql_test_keyspace-table3-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table3-ka-1-Filter.db,1,0,0
cql_test_keyspace-table3-ka-1-Index.db,1,0,0
cql_test_keyspace-table3-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table3-ka-1-Summary.db,1,0,0
cql_test_keyspace-table3-ka-1-TOC.txt,1,8,0
cql_test_keyspace-table4-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table4-ka-1-Data.db,1,0,0
cql_test_keyspace-table4-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table4-ka-1-Filter.db,1,0,0
cql_test_keyspace-table4-ka-1-Index.db,1,0,0
cql_test_keyspace-table4-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table4-ka-1-Summary.db,1,0,0
cql_test_keyspace-table4-ka-1-TOC.txt,1,8,0
Scrub.java,2,5,4
config.yml,25,5068,0
BatchCommitLogTest.java,1,66,3
DelimiterAnalyzer.java,3,126,15
DelimiterTokenizingOptions.java,1,71,7
world_cities_a.csv,1,1,0
DelimiterAnalyzerTest.java,2,307,26
SecurityThreadGroup.java,1,4,4
LogbackLoggingSupport.java,1,146,20
LoggingSupport.java,1,34,2
LoggingSupportFactory.java,1,42,4
NoOpFallbackLoggingSupport.java,1,30,2
ChecksumMismatchException.java,1,28,1
SliceQueryPager.java,1,2,19
CompressedSequentialWriterReopenTest.java,1,153,17
metrics-core-3.1.5.txt,2,202,0
metrics-jvm-3.1.5.txt,2,202,0
metrics-logback-3.1.5.txt,2,202,0
metrics-core-3.1.0.jar,2,0,0
metrics-core-3.1.5.jar,2,0,0
metrics-jvm-3.1.5.jar,2,0,0
metrics-logback-3.1.0.jar,2,0,0
metrics-logback-3.1.5.jar,2,0,0
PingMessage.java,1,60,3
BTreeBuildBench.java,1,96,7
RTBoundCloser.java,2,126,11
RTBoundValidator.java,2,133,15
RTTransformationsTest.java,2,530,34
SafeMemoryWriterTest.java,1,90,7
SortedBiMultiValMap.java,2,31,10
legacy_tables-legacy_ka_14766-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_14766-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-TOC.txt,1,8,0
PurgeFunctionTest.java,1,294,19
legacy_tables-legacy_ka_14803-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_14803-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-TOC.txt,1,8,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Data.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Digest.sha1,1,1,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Filter.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Index.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Statistics.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Summary.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-TOC.txt,1,8,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-TOC.txt,1,8,0
LongBufferPoolTest.java,1,614,73
SSTableReverseIteratorTest.java,1,98,4
SSTableMetadataTest.java,2,55,19
legacy_tables-legacy_ka_14873-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_14873-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_14873-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_14873-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_14873-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_14873-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_14873-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_14873-ka-1-TOC.txt,1,8,0
ColumnSlice.java,1,5,75
legacy_tables-legacy_ka_14912-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_14912-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_14912-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_14912-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_14912-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_14912-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_14912-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_14912-ka-1-TOC.txt,1,8,0
SerializationHeaderTest.java,1,129,4
stop-server.bat,1,2,0
LifecycleNewTracker.java,2,94,0
Join.java,1,1,2
cassandra-cqlsh-tests.sh,2,107,0
setup.cfg,1,4,0
requirements.txt,1,21,0
PagingTest.java,3,258,6
InfiniteLoopExecutor.java,4,102,10
JMXEnabledThreadPoolExecutor.java,1,24,20
InetAddressAndPort.java,1,194,26
MBeanWrapper.java,2,216,0
Mx4jTool.java,2,6,7
MemtableCleanerThread.java,2,150,16
logback-dtest.xml,5,179,0
Coordinator.java,9,532,14
DistributedReadWritePathTest.java,7,476,0
DistributedTestBase.java,9,353,0
Instance.java,36,1908,111
InstanceClassLoader.java,10,496,0
InstanceConfig.java,15,719,34
InstanceIDDefiner.java,3,65,3
InvokableInstance.java,3,446,0
LegacyAdapter.java,1,42,1
MessageFilters.java,5,482,0
RowUtil.java,8,195,18
TestCluster.java,4,684,0
SEPExecutorTest.java,5,89,7
Cluster.java,6,172,7
UpgradeableCluster.java,9,195,8
ICluster.java,3,72,0
ICoordinator.java,4,72,0
IInstance.java,9,121,0
IInstanceConfig.java,5,120,0
IIsolatedExecutor.java,3,256,0
IListen.java,3,56,0
IMessage.java,3,78,0
IMessageFilters.java,4,120,0
AbstractCluster.java,25,1764,118
DelegatingInvokableInstance.java,11,261,32
IInvokableInstance.java,3,136,0
IUpgradeableInstance.java,2,29,0
IsolatedExecutor.java,5,249,34
Listen.java,3,76,7
Versions.java,4,388,0
UpgradeTest.java,5,158,1
UpgradeTestBase.java,10,330,29
ILifecycleTransaction.java,1,38,0
WrappedLifecycleTransaction.java,1,112,16
AntiCompactionBytemanTest.java,1,125,6
nodetool-completion,1,39,0
RemoteSyncTask.java,1,8,4
SyncTask.java,1,34,4
RepairJobTest.java,2,401,30
TestLocator.java,3,194,0
token-generator,2,49,0
config-2_1.yml,13,1023,0
config-2_1.yml.high_res.patch,2,24,0
config.yml.HIGHRES,15,4150,0
config.yml.LOWRES,15,4142,0
generate.sh,4,47,0
readme.md,4,74,0
CompactStorage2to3UpgradeTest.java,5,396,22
IllegalLegacyColumnException.java,2,82,0
UnknownColumnException.java,4,56,3
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-CRC.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-1-TOC.txt,1,8,0
RowFilterTest.java,2,132,1
Feature.java,4,74,0
GossipTest.java,3,365,36
legacy_tables-legacy_ka_with_illegal_cell_names_indexed-ka-1-CRC.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_indexed-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_indexed-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_with_illegal_cell_names_indexed-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_indexed-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_indexed-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_indexed-ka-1-TOC.txt,1,8,0
ThriftIllegalColumnsTest.java,1,100,3
UnauthorizedException.java,1,5,2
ResourceLimits.java,1,245,31
InflightRequestPayloadTrackerTest.java,1,248,11
ExecutorUtils.java,2,175,30
ResourceLeakTest.java,3,230,21
ConfiguredLimit.java,1,117,15
ProtocolVersionLimit.java,1,27,0
DynamicLimitTest.java,1,111,3
ProtocolNegotiationTest.java,1,166,11
ProtocolTestHelper.java,1,95,12
DistributedTestSnitch.java,3,154,17
NetworkTopology.java,3,286,0
TracingUtil.java,2,117,10
MessageForwardingTest.java,2,102,4
NetworkTopologyTest.java,4,159,6
MixedModeReadRepairTest.java,5,192,2
legacy_tables-legacy_ka_with_illegal_cell_names-ka-2-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-2-Data.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-2-Digest.sha1,1,1,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-2-Filter.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-2-Index.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-2-Statistics.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names-ka-2-TOC.txt,1,8,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_with_illegal_cell_names_2-ka-1-TOC.txt,1,8,0
CancelCompactionsTest.java,1,98,5
LegacyLayoutValidationTest.java,2,226,19
NativeProtocolTest.java,3,127,2
legacy_tables-legacy_ka_15081-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_15081-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_15081-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_15081-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_15081-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_15081-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_15081-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_15081-ka-1-TOC.txt,1,8,0
MigrationManagerTest.java,1,85,3
SizeTieredCompactionStrategyOptions.java,1,7,14
Stop.java,2,4,2
INodeProbeFactory.java,1,42,2
InternalNodeProbe.java,2,180,16
InternalNodeProbeFactory.java,2,46,3
NodeToolTest.java,4,57,2
GossipSettlesTest.java,2,58,1
LongBTreeTest.java,1,13,65
Jenkinsfile,12,736,0
ColumnDefinitionVersionComparator.java,1,85,8
SSTableHeaderFix.java,1,921,147
ColumnDefinitionVersionComparatorTest.java,1,29,21
SSTableHeaderFixTest.java,1,962,84
TupleTypesRepresentationTest.java,1,403,11
MessageFiltersTest.java,3,361,21
BootstrapTest.java,3,172,5
ExpireEndpointTest.java,1,57,1
ArrivalWindowTest.java,1,14,1
test-native-port.yaml,1,57,0
LoaderOptionsTest.java,1,47,1
InstanceKiller.java,1,50,3
MessageImpl.java,1,27,6
SimpleReadWritePathTest.java,2,243,21
TestBaseImpl.java,2,58,3
SimpleReadWriteTest.java,3,273,29
DistinctQueryPagingTest.java,1,260,20
DiskSpaceMetricsTest.java,1,139,14
DataRange.java,2,21,57
DuplicateRowChecker.java,1,139,14
SnapshotVerbHandler.java,1,5,3
DiagnosticSnapshotService.java,1,188,16
DuplicateRowCheckerTest.java,1,240,20
EmptySerializer.java,2,7,6
EmptyTypeTest.java,2,96,9
MixedModeRangeTombstoneTest.java,1,73,1
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-TOC.txt,1,8,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-TOC.txt,1,8,0
ReplicaFilteringProtection.java,2,888,45
Accumulator.java,2,22,19
AccumulatorTest.java,2,88,7
DisallowedDirectories.java,1,29,13
DisallowedDirectoriesMBean.java,1,3,0
CorruptedSSTablesCompactionsTest.java,2,20,14
jackson-annotations-2.9.10.jar,2,0,0
jackson-core-2.9.10.jar,2,0,0
jackson-databind-2.9.10.4.jar,1,0,0
TombstoneOverwhelmingException.java,1,4,8
ReadRepairTest.java,1,87,5
ByteBuddyExamples.java,1,123,8
EmptyValuesTest.java,2,246,19
UUIDTypeTest.java,2,12,81
ThriftClientTest.java,2,69,1
ThriftClientUtils.java,2,56,3
JVMStabilityInspectorCorruptSSTableExceptionTest.java,1,205,20
ForwardingSSTableReader.java,1,766,117
ReplicaFilteringProtectionOptions.java,1,28,0
EncodingStats.java,1,24,47
ReplicaFilteringProtectionTest.java,1,244,16
EncodingStatsTest.java,1,145,9
CassandraXMLJUnitResultFormatter.java,1,4,49
ShortReadProtectionTest.java,1,158,10
IndexModeTest.java,1,222,15
JVMDTestTest.java,3,172,5
LeveledGenerations.java,3,348,50
LongLeveledCompactionStrategyCQLTest.java,1,92,5
LeveledGenerationsTest.java,1,199,17
FrozenUDTTest.java,1,153,12
TuplesWithNullsComparisonTest.java,1,78,3
RepairOperationalTest.java,1,163,10
MixedModeReadTest.java,1,102,6
ThreadLocalByteBufferHolder.java,1,83,4
SchemaTest.java,3,233,7
ShutdownException.java,1,30,1
ClusterIDDefiner.java,1,47,3
FileLogAction.java,1,133,15
Byteman.java,1,207,19
Shared.java,1,37,0
BootstrapBinaryDisabledTest.java,1,165,15
ClientNetworkStopStartTest.java,2,220,13
stream_failure.btm,2,31,0
Output.java,1,35,1
BootstrapResume.java,1,4,2
ClearSnapshot.java,1,4,4
DescribeRing.java,1,8,3
FailureDetectorInfo.java,1,4,2
GcStats.java,1,6,1
GetCompactionThreshold.java,1,8,1
GetCompactionThroughput.java,1,4,1
GetEndpoints.java,1,4,2
GetInterDCStreamThroughput.java,1,2,1
GetLoggingLevels.java,1,6,2
GetStreamThroughput.java,1,4,1
GetTraceProbability.java,1,2,1
GossipInfo.java,1,4,1
RangeKeySample.java,1,6,2
Refresh.java,1,2,1
RemoveNode.java,1,6,3
StatusBackup.java,1,4,2
StatusBinary.java,1,4,2
StatusGossip.java,1,4,2
StatusHandoff.java,1,4,2
StatusThrift.java,1,4,2
Verify.java,1,4,3
YamlConfigurationLoaderTest.java,2,57,1
GossipShutdownTest.java,1,135,13
MigrationCoordinator.java,5,598,97
MigrationCoordinatorTest.java,6,490,24
LongSharedExecutorPoolTest.java,1,8,37
CompactionValidationTest.java,1,158,5
CASTest.java,2,726,48
InstanceMetrics.java,1,183,39
MetricsTest.java,1,48,1
DecimalSerializer.java,1,2,11
DecimalSerializerTest.java,1,51,1
HintsDescriptorTest.java,1,35,10
MemtableCleaner.java,1,40,0
MemtableCleanerThreadTest.java,1,187,8
NativeAllocatorTest.java,2,206,7
UpdatesCollector.java,1,22,16
BatchStatementBench.java,1,147,7
SSTableAndMemTableDigestMatchTest.java,2,160,11
cassandra_ssl_test.keystore,1,0,0
cassandra_ssl_test.truststore,1,0,0
InternodeEncryptionEnforcementTest.java,2,161,6
GroupByTest.java,1,44,10
DTestSerializer.java,1,87,7
compat,3,6,0
ReadDigestConsistencyTest.java,1,113,7
jackson-databind-2.9.10.8.jar,2,0,0
ApplicationState.java,1,23,0
VersionAndType.java,1,93,12
InitialSSTableAddedNotification.java,1,36,1
SSTableAddedNotification.java,1,1,1
SSTablesGlobalTracker.java,1,284,41
SSTablesVersionsInUseChangeNotification.java,1,50,2
DropCompactStorageTest.java,2,71,3
VersionAndTypeTest.java,1,51,2
SSTablesGlobalTrackerTest.java,1,162,15
build-rat.xml,9,347,0
.rat-excludes,1,34,0
CONTRIBUTING.md,2,28,0
native_protocol_v1.spec,1,17,0
native_protocol_v2.spec,1,17,0
cassandra_pig.yaml,1,18,0
commitlog_compression.yaml,1,18,0
ShadowRoundTest.java,2,100,14
md-1-big-CompressionInfo.db,8,0,0
md-1-big-Data.db,8,0,0
md-1-big-Digest.crc32,8,8,0
md-1-big-Filter.db,8,0,0
md-1-big-Index.db,8,0,0
md-1-big-Statistics.db,8,0,0
md-1-big-Summary.db,8,0,0
md-1-big-TOC.txt,8,64,0
me-1-big-CompressionInfo.db,8,0,0
me-1-big-Data.db,8,0,0
me-1-big-Digest.crc32,8,8,0
me-1-big-Filter.db,8,0,0
me-1-big-Index.db,8,0,0
me-1-big-Statistics.db,8,0,0
me-1-big-Summary.db,8,0,0
me-1-big-TOC.txt,8,64,0
ColumnSubselection.java,1,1,33
license.yml,3,20,0
RepeatableRunner.java,1,109,7
BloomFilterTracker.java,1,25,9
UnableToParseClientMessageTest.java,1,88,1
WrappedSimpleClient.java,1,67,9
SinglePartitionReadCommandTest.java,2,190,6
sslhandling.py,2,40,19
sslhandling.config,2,4,0
sslhandling_invalid.config,2,4,0
test_sslhandling.py,2,150,10
SSTableLevelResetter.java,1,7,10
test_constants.py,1,37,2
reserved_keywords.txt,1,62,0
SpeculativeRetryParamParseTest.java,1,106,6
config-2_1.yml.mid_res.patch,1,74,0
config.yml.MIDRES,1,1634,0
build-resolver.xml,5,584,0
ST4-4.0.8.jar,2,0,0
airline-0.6.jar,2,0,0
antlr-runtime-3.5.2.jar,2,0,0
asm-5.0.4.jar,2,0,0
commons-cli-1.1.jar,2,0,0
commons-lang3-3.1.jar,2,0,0
commons-math3-3.2.jar,2,0,0
compress-lzf-0.8.4.jar,2,0,0
concurrentlinkedhashmap-lru-1.4.jar,2,0,0
disruptor-3.0.1.jar,2,0,0
ecj-4.4.2.jar,2,0,0
futures-2.1.6-py2.py3-none-any.zip,2,0,0
guava-18.0.jar,2,0,0
high-scale-lib-1.0.6.jar,2,0,0
jackson-mapper-asl-1.9.2.jar,1,0,0
jamm-0.3.0.jar,2,0,0
javax.inject.jar,2,0,0
jbcrypt-0.3m.jar,2,0,0
jcl-over-slf4j-1.7.7.jar,2,0,0
joda-time-2.4.jar,2,0,0
json-simple-1.1.jar,2,0,0
libthrift-0.9.2.jar,2,0,0
ST4-4.0.8.txt,2,54,0
airline-0.6.txt,2,404,0
antlr-runtime-3.5.2.txt,2,54,0
asm-5.0.4.txt,2,58,0
commons-cli-1.1.txt,2,404,0
commons-codec-1.2.txt,1,202,0
commons-lang3-3.1.txt,2,404,0
commons-math3-3.2.txt,2,404,0
compress-lzf-0.8.4.txt,2,22,0
concurrentlinkedhashmap-lru-1.4.txt,2,404,0
disruptor-3.0.1.txt,2,402,0
ecj-4.4.2.txt,2,420,0
futures-2.1.6.txt,2,42,0
guava-18.0.txt,2,404,0
high-scale-lib-1.0.6.txt,2,58,0
jackson-core-asl-1.9.2.txt,1,202,0
jackson-mapper-asl-1.9.2.txt,1,202,0
jamm-0.3.0.txt,2,404,0
javax.inject.txt,2,404,0
jbcrypt-0.3m.txt,2,34,0
jcl-over-slf4j-1.7.7.txt,2,40,0
joda-time-2.4.txt,2,402,0
json-simple-1.1.txt,2,404,0
libthrift-0.9.2.txt,2,404,0
log4j-over-slf4j-1.7.7.txt,2,40,0
lz4-1.3.0.txt,2,468,0
metrics-core-3.1.0.txt,1,202,0
metrics-logback-3.1.0.txt,1,202,0
reporter-config-base-3.0.0.txt,1,177,0
reporter-config3-3.0.0.txt,1,177,0
sigar-1.6.4.txt,2,402,0
six-1.7.3.txt,2,36,0
slf4j-api-1.7.7.txt,2,40,0
snakeyaml-1.11.txt,2,404,0
snappy-java-1.1.1.7.txt,2,418,0
stream-2.5.2.txt,2,404,0
log4j-over-slf4j-1.7.7.jar,2,0,0
logback-classic-1.1.3.jar,2,0,0
logback-core-1.1.3.jar,2,0,0
lz4-1.3.0.jar,2,0,0
sigar-1.6.4.jar,2,0,0
libsigar-amd64-freebsd-6.so,2,0,0
libsigar-amd64-linux.so,2,0,0
libsigar-amd64-solaris.so,2,0,0
libsigar-ia64-hpux-11.sl,2,0,0
libsigar-ia64-linux.so,2,0,0
libsigar-pa-hpux-11.sl,2,0,0
libsigar-ppc-aix-5.so,2,0,0
libsigar-ppc-linux.so,2,0,0
libsigar-ppc64-aix-5.so,2,0,0
libsigar-ppc64-linux.so,2,0,0
libsigar-s390x-linux.so,2,0,0
libsigar-sparc-solaris.so,2,0,0
libsigar-sparc64-solaris.so,2,0,0
libsigar-universal-macosx.dylib,2,0,0
libsigar-universal64-macosx.dylib,2,0,0
libsigar-x86-freebsd-5.so,2,0,0
libsigar-x86-freebsd-6.so,2,0,0
libsigar-x86-linux.so,2,0,0
libsigar-x86-solaris.so,2,0,0
sigar-amd64-winnt.dll,2,0,0
sigar-x86-winnt.dll,2,0,0
sigar-x86-winnt.lib,2,0,0
six-1.7.3-py2.py3-none-any.zip,2,0,0
slf4j-api-1.7.7.jar,2,0,0
snakeyaml-1.11.jar,2,0,0
snappy-java-1.1.1.7.jar,2,0,0
stream-2.5.2.jar,2,0,0
thrift-server-0.3.7.jar,2,0,0
JStackJUnitTask.java,2,244,13
